Disease,City,State,Date,Population_Affected,Number_of_Deaths,Survived,Doctors_Available,Hospitals_Available
Dengue,Manali,Punjab,2020-02-01,4336,196,4140,143,10
Dengue,Manali,Punjab,2020-03-01,2897,172,2725,145,9
Dengue,Manali,Punjab,2020-04-01,607,4,603,61,8
Dengue,Manali,Punjab,2020-05-01,4545,215,4330,74,8
Dengue,Manali,Punjab,2020-06-01,1326,106,1220,69,1
Dengue,Manali,Punjab,2020-07-01,4278,74,4204,116,7
Dengue,Manali,Punjab,2020-08-01,2476,125,2351,152,7
Dengue,Manali,Punjab,2020-09-01,4175,0,4175,116,8
Dengue,Manali,Punjab,2020-10-01,4120,49,4071,11,7
Dengue,Manali,Punjab,2020-11-01,3174,233,2941,145,6
Dengue,Manali,Punjab,2020-12-01,3280,134,3146,37,6
Dengue,Manali,Punjab,2021-01-01,3164,326,2838,70,8
Dengue,Manali,Punjab,2021-02-01,78,0,78,116,3
Dengue,Manali,Punjab,2021-03-01,2756,180,2576,102,6
Dengue,Manali,Punjab,2021-04-01,1100,20,1080,151,3
Dengue,Manali,Punjab,2021-05-01,2827,109,2718,75,4
Dengue,Manali,Punjab,2021-06-01,1064,30,1034,57,1
Dengue,Manali,Punjab,2021-07-01,1008,19,989,90,2
Dengue,Manali,Punjab,2021-08-01,4750,329,4421,156,4
Dengue,Manali,Punjab,2021-09-01,4032,303,3729,138,4
Dengue,Manali,Punjab,2021-10-01,2592,159,2433,111,4
Dengue,Manali,Punjab,2021-11-01,2845,73,2772,174,1
Dengue,Manali,Punjab,2021-12-01,2265,135,2130,165,4
Dengue,Manali,Punjab,2022-01-01,3362,0,3362,146,8
Dengue,Manali,Punjab,2022-02-01,1690,149,1541,46,4
Dengue,Manali,Punjab,2022-03-01,3931,48,3883,146,9
Dengue,Manali,Punjab,2022-04-01,2258,39,2219,96,8
Dengue,Manali,Punjab,2022-05-01,2034,108,1926,86,3
Dengue,Manali,Punjab,2022-06-01,2627,147,2480,71,6
Dengue,Manali,Punjab,2022-07-01,1804,86,1718,97,1
Dengue,Manali,Punjab,2022-08-01,3038,53,2985,74,2
Dengue,Manali,Punjab,2022-09-01,1877,155,1722,115,5
Dengue,Manali,Punjab,2022-10-01,3226,3,3223,97,6
Dengue,Manali,Punjab,2022-11-01,4229,29,4200,117,10
Dengue,Manali,Punjab,2022-12-01,1632,76,1556,134,4
Dengue,Manali,Punjab,2023-01-01,2422,32,2390,91,5
Dengue,Manali,Punjab,2023-02-01,3216,275,2941,69,5
Dengue,Manali,Punjab,2023-03-01,2013,31,1982,11,10
Dengue,Manali,Punjab,2023-04-01,3220,307,2913,145,9
Dengue,Manali,Punjab,2023-05-01,3342,268,3074,110,6
Dengue,Manali,Punjab,2023-06-01,4051,348,3703,97,7
Dengue,Manali,Punjab,2023-07-01,1784,187,1597,166,6
Dengue,Manali,Punjab,2023-08-01,1333,69,1264,41,8
Dengue,Manali,Punjab,2023-09-01,2185,44,2141,109,7
Dengue,Manali,Punjab,2023-10-01,1299,61,1238,57,4
Dengue,Manali,Punjab,2023-11-01,3355,112,3243,140,5
Dengue,Manali,Punjab,2023-12-01,1039,30,1009,11,5
Dengue,Manali,Punjab,2024-01-01,4989,271,4718,147,5
Dengue,Manali,Punjab,2024-02-01,4336,177,4159,145,3
Dengue,Manali,Punjab,2024-03-01,2614,73,2541,59,6
Dengue,Manali,Punjab,2024-04-01,3761,161,3600,110,3
Dengue,Manali,Punjab,2024-05-01,402,26,376,60,3
Dengue,Manali,Punjab,2024-06-01,4989,388,4601,128,4
Dengue,Manali,Punjab,2024-07-01,1806,6,1800,148,6
Dengue,Manali,Punjab,2024-08-01,2436,100,2336,55,8
Dengue,Manali,Punjab,2024-09-01,108,4,104,40,7
Dengue,Manali,Punjab,2024-10-01,3250,50,3200,162,8
Dengue,Manali,Punjab,2024-11-01,1113,51,1062,200,10
Dengue,Manali,Punjab,2024-12-01,2734,148,2586,131,3
Dengue,Manali,Punjab,2025-01-01,1867,121,1746,135,7
Dengue,Manali,Punjab,2025-02-01,1152,60,1092,89,7
Dengue,Manali,Punjab,2025-03-01,1518,37,1481,115,6
Dengue,Manali,Punjab,2025-04-01,2900,315,2585,124,7
Dengue,Manali,Punjab,2025-05-01,878,65,813,97,5
Dengue,Manali,Punjab,2025-06-01,1593,105,1488,175,7
Dengue,Manali,Punjab,2025-07-01,3487,276,3211,115,1
Dengue,Manali,Punjab,2025-08-01,4989,285,4704,122,5
Dengue,Manali,Punjab,2025-09-01,3238,283,2955,98,7
Dengue,Manali,Punjab,2025-10-01,1367,70,1297,103,8
Dengue,Manali,Punjab,2025-11-01,2105,105,2000,168,2
Dengue,Manali,Punjab,2025-12-01,2640,180,2460,114,5
Dengue,Manali,Chandigarh,2018-01-01,2129,204,1925,115,2
Dengue,Manali,Chandigarh,2018-02-01,3809,358,3451,115,4
Dengue,Manali,Chandigarh,2018-03-01,2889,194,2695,88,6
Dengue,Manali,Chandigarh,2018-04-01,3815,248,3567,34,8
Dengue,Manali,Chandigarh,2018-05-01,2176,153,2023,186,7
Dengue,Manali,Chandigarh,2018-06-01,4376,344,4032,161,5
Dengue,Manali,Chandigarh,2018-07-01,2374,208,2166,170,3
Dengue,Manali,Chandigarh,2018-08-01,1295,55,1240,52,4
Dengue,Manali,Chandigarh,2018-09-01,4989,441,4548,180,10
Dengue,Manali,Chandigarh,2018-10-01,149,8,141,200,1
Dengue,Manali,Chandigarh,2018-11-01,1606,110,1496,159,1
Dengue,Manali,Chandigarh,2018-12-01,1756,158,1598,190,5
Dengue,Manali,Chandigarh,2019-01-01,4989,358,4631,147,7
Dengue,Manali,Chandigarh,2019-02-01,4989,382,4607,63,7
Dengue,Manali,Chandigarh,2019-03-01,4602,178,4424,132,6
Dengue,Manali,Chandigarh,2019-04-01,2154,201,1953,54,1
Dengue,Manali,Chandigarh,2019-05-01,4989,350,4639,76,4
Dengue,Manali,Chandigarh,2019-06-01,3092,166,2926,122,1
Dengue,Manali,Chandigarh,2019-07-01,3908,320,3588,115,6
Dengue,Manali,Chandigarh,2019-08-01,2838,355,2483,130,6
Dengue,Manali,Chandigarh,2019-09-01,2531,40,2491,15,4
Dengue,Manali,Chandigarh,2019-10-01,2260,60,2200,98,1
Dengue,Manali,Chandigarh,2019-11-01,2316,296,2020,134,2
Dengue,Manali,Chandigarh,2019-12-01,3414,213,3201,144,1
Dengue,Manali,Chandigarh,2020-01-01,3090,171,2919,148,5
Dengue,Manali,Chandigarh,2020-02-01,2555,119,2436,119,10
Dengue,Manali,Chandigarh,2020-03-01,4622,393,4229,87,5
Dengue,Manali,Chandigarh,2020-04-01,78,0,78,132,4
Dengue,Manali,Chandigarh,2020-05-01,3281,100,3181,91,5
Dengue,Manali,Chandigarh,2020-06-01,3560,168,3392,152,1
Dengue,Manali,Chandigarh,2020-07-01,4136,164,3972,128,2
Dengue,Manali,Chandigarh,2020-08-01,2510,179,2331,103,3
Dengue,Manali,Chandigarh,2020-09-01,2876,246,2630,67,7
Dengue,Manali,Chandigarh,2020-10-01,3920,381,3539,163,6
Dengue,Manali,Chandigarh,2020-11-01,4598,332,4266,135,4
Dengue,Manali,Chandigarh,2020-12-01,2194,270,1924,200,7
Dengue,Manali,Chandigarh,2021-01-01,2956,98,2858,133,10
Dengue,Manali,Chandigarh,2021-02-01,4849,125,4724,137,7
Dengue,Manali,Chandigarh,2021-03-01,78,0,78,32,2
Dengue,Manali,Chandigarh,2021-04-01,1672,89,1583,122,1
Dengue,Manali,Chandigarh,2021-05-01,4564,45,4519,90,1
Dengue,Manali,Chandigarh,2021-06-01,4063,166,3897,148,7
Dengue,Manali,Chandigarh,2021-07-01,3298,189,3109,123,3
Dengue,Manali,Chandigarh,2021-08-01,1996,62,1934,156,7
Dengue,Manali,Chandigarh,2021-09-01,1414,29,1385,200,3
Dengue,Manali,Chandigarh,2021-10-01,1804,79,1725,66,6
Dengue,Manali,Chandigarh,2021-11-01,4674,89,4585,154,7
Dengue,Manali,Chandigarh,2021-12-01,1754,120,1634,141,3
Dengue,Manali,Chandigarh,2022-01-01,2733,0,2733,200,7
Dengue,Manali,Chandigarh,2022-02-01,1586,83,1503,142,3
Dengue,Manali,Chandigarh,2022-03-01,3728,243,3485,137,3
Dengue,Manali,Chandigarh,2022-04-01,1875,88,1787,150,7
Dengue,Manali,Chandigarh,2022-05-01,2466,201,2265,153,7
Dengue,Manali,Chandigarh,2022-06-01,339,3,336,180,6
Dengue,Manali,Chandigarh,2022-07-01,433,12,421,64,2
Dengue,Manali,Chandigarh,2022-08-01,2608,105,2503,86,4
Dengue,Manali,Chandigarh,2022-09-01,820,58,762,195,7
Dengue,Manali,Chandigarh,2022-10-01,4989,281,4708,11,10
Dengue,Manali,Chandigarh,2022-11-01,78,0,78,102,10
Dengue,Manali,Chandigarh,2022-12-01,1524,40,1484,114,3
Dengue,Manali,Chandigarh,2023-01-01,2620,24,2596,97,3
Dengue,Manali,Chandigarh,2023-02-01,2108,215,1893,187,10
Dengue,Manali,Chandigarh,2023-03-01,1116,9,1107,130,7
Dengue,Manali,Chandigarh,2023-04-01,1312,91,1221,86,3
Dengue,Manali,Chandigarh,2023-05-01,1268,27,1241,74,5
Dengue,Manali,Chandigarh,2023-06-01,2213,0,2213,121,1
Dengue,Manali,Chandigarh,2023-07-01,4989,195,4794,166,8
Dengue,Manali,Chandigarh,2023-08-01,2702,206,2496,113,9
Dengue,Manali,Chandigarh,2023-09-01,4184,60,4124,99,9
Dengue,Manali,Chandigarh,2023-10-01,3278,219,3059,71,8
Dengue,Manali,Chandigarh,2023-11-01,4092,295,3797,125,4
Dengue,Manali,Chandigarh,2023-12-01,78,0,78,122,7
Dengue,Manali,Chandigarh,2024-01-01,2189,95,2094,69,9
Dengue,Manali,Chandigarh,2024-02-01,4351,417,3934,159,8
Dengue,Manali,Chandigarh,2024-03-01,1830,126,1704,193,7
Dengue,Manali,Chandigarh,2024-04-01,4962,210,4752,109,5
Dengue,Manali,Chandigarh,2024-05-01,4588,285,4303,122,2
Dengue,Manali,Chandigarh,2024-06-01,1968,59,1909,50,10
Dengue,Manali,Chandigarh,2024-07-01,1922,158,1764,144,5
Dengue,Manali,Chandigarh,2024-08-01,1238,102,1136,130,8
Dengue,Manali,Chandigarh,2024-09-01,1753,93,1660,90,10
Dengue,Manali,Chandigarh,2024-10-01,944,53,891,68,7
Dengue,Manali,Chandigarh,2024-11-01,3173,66,3107,200,8
Dengue,Manali,Chandigarh,2024-12-01,644,6,638,126,2
Dengue,Manali,Chandigarh,2025-01-01,3407,133,3274,59,3
Dengue,Manali,Chandigarh,2025-02-01,3440,163,3277,150,8
Dengue,Manali,Chandigarh,2025-03-01,369,29,340,118,3
Dengue,Manali,Chandigarh,2025-04-01,4676,359,4317,109,1
Dengue,Manali,Chandigarh,2025-05-01,3286,182,3104,156,1
Dengue,Manali,Chandigarh,2025-06-01,3603,305,3298,11,4
Dengue,Manali,Chandigarh,2025-07-01,1580,35,1545,14,4
Dengue,Manali,Chandigarh,2025-08-01,3432,279,3153,176,8
Dengue,Manali,Chandigarh,2025-09-01,4108,111,3997,100,2
Dengue,Manali,Chandigarh,2025-10-01,2465,212,2253,84,9
Dengue,Manali,Chandigarh,2025-11-01,4989,247,4742,38,1
Dengue,Manali,Chandigarh,2025-12-01,2657,0,2657,116,1
Dengue,Manali,Himachal Pradesh,2018-01-01,4128,294,3834,122,5
Dengue,Manali,Himachal Pradesh,2018-02-01,2990,220,2770,180,5
Dengue,Manali,Himachal Pradesh,2018-03-01,3383,124,3259,125,7
Dengue,Manali,Himachal Pradesh,2018-04-01,355,13,342,91,1
Dengue,Manali,Himachal Pradesh,2018-05-01,3095,140,2955,127,6
Dengue,Manali,Himachal Pradesh,2018-06-01,1611,0,1611,163,1
Dengue,Manali,Himachal Pradesh,2018-07-01,1462,0,1462,152,1
Dengue,Manali,Himachal Pradesh,2018-08-01,4937,434,4503,138,10
Dengue,Manali,Himachal Pradesh,2018-09-01,2311,60,2251,120,8
Dengue,Manali,Himachal Pradesh,2018-10-01,1251,130,1121,77,5
Dengue,Manali,Himachal Pradesh,2018-11-01,2116,190,1926,54,1
Dengue,Manali,Himachal Pradesh,2018-12-01,853,81,772,46,3
Dengue,Manali,Himachal Pradesh,2019-01-01,4521,140,4381,126,6
Dengue,Manali,Himachal Pradesh,2019-02-01,1664,5,1659,132,3
Dengue,Manali,Himachal Pradesh,2019-03-01,3307,60,3247,162,9
Dengue,Manali,Himachal Pradesh,2019-04-01,4417,163,4254,135,7
Dengue,Manali,Himachal Pradesh,2019-05-01,1926,0,1926,160,2
Dengue,Manali,Himachal Pradesh,2019-06-01,3311,119,3192,100,1
Dengue,Manali,Himachal Pradesh,2019-07-01,1216,53,1163,145,7
Dengue,Manali,Himachal Pradesh,2019-08-01,4989,61,4928,55,7
Dengue,Manali,Himachal Pradesh,2019-09-01,3854,76,3778,103,7
Dengue,Manali,Himachal Pradesh,2019-10-01,2339,102,2237,13,10
Dengue,Manali,Himachal Pradesh,2019-11-01,1561,94,1467,108,6
Dengue,Manali,Himachal Pradesh,2019-12-01,2444,59,2385,169,5
Dengue,Manali,Himachal Pradesh,2020-01-01,2141,125,2016,110,7
Dengue,Manali,Himachal Pradesh,2020-02-01,4989,269,4720,143,8
Dengue,Manali,Himachal Pradesh,2020-03-01,953,49,904,120,7
Dengue,Manali,Himachal Pradesh,2020-04-01,2778,86,2692,77,5
Dengue,Manali,Himachal Pradesh,2020-05-01,2573,28,2545,97,8
Dengue,Manali,Himachal Pradesh,2020-06-01,2440,242,2198,166,5
Dengue,Manali,Himachal Pradesh,2020-07-01,2452,167,2285,143,3
Dengue,Manali,Himachal Pradesh,2020-08-01,2442,193,2249,75,5
Dengue,Manali,Himachal Pradesh,2020-09-01,3769,179,3590,36,4
Dengue,Manali,Himachal Pradesh,2020-10-01,3414,154,3260,117,5
Dengue,Manali,Himachal Pradesh,2020-11-01,3159,203,2956,77,2
Dengue,Manali,Himachal Pradesh,2020-12-01,78,0,78,97,8
Dengue,Manali,Himachal Pradesh,2021-01-01,3000,52,2948,32,5
Dengue,Manali,Himachal Pradesh,2021-02-01,376,10,366,159,7
Dengue,Manali,Himachal Pradesh,2021-03-01,3464,127,3337,101,6
Dengue,Manali,Himachal Pradesh,2021-04-01,4575,111,4464,109,2
Dengue,Manali,Himachal Pradesh,2021-05-01,1355,80,1275,64,9
Dengue,Manali,Himachal Pradesh,2021-06-01,2246,117,2129,92,4
Dengue,Manali,Himachal Pradesh,2021-07-01,1793,162,1631,112,4
Dengue,Manali,Himachal Pradesh,2021-08-01,4255,442,3813,75,5
Dengue,Manali,Himachal Pradesh,2021-09-01,2725,36,2689,95,5
Dengue,Manali,Himachal Pradesh,2021-10-01,4916,267,4649,177,10
Dengue,Manali,Himachal Pradesh,2021-11-01,3152,171,2981,17,7
Dengue,Manali,Himachal Pradesh,2021-12-01,2923,145,2778,116,3
Dengue,Manali,Himachal Pradesh,2022-01-01,2689,49,2640,66,10
Dengue,Manali,Himachal Pradesh,2022-02-01,3695,86,3609,174,1
Dengue,Manali,Himachal Pradesh,2022-03-01,266,15,251,97,3
Dengue,Manali,Himachal Pradesh,2022-04-01,2712,61,2651,53,3
Dengue,Manali,Himachal Pradesh,2022-05-01,2503,136,2367,95,5
Dengue,Manali,Himachal Pradesh,2022-06-01,3571,153,3418,124,6
Dengue,Manali,Himachal Pradesh,2022-07-01,2346,127,2219,200,6
Dengue,Manali,Himachal Pradesh,2022-08-01,1204,26,1178,11,6
Dengue,Manali,Himachal Pradesh,2022-09-01,2607,142,2465,45,7
Dengue,Manali,Himachal Pradesh,2022-10-01,1145,27,1118,173,5
Dengue,Manali,Himachal Pradesh,2022-11-01,78,0,78,29,9
Dengue,Manali,Himachal Pradesh,2022-12-01,3573,318,3255,107,1
Dengue,Manali,Himachal Pradesh,2023-01-01,3374,194,3180,82,1
Dengue,Manali,Himachal Pradesh,2023-02-01,3224,191,3033,74,7
Dengue,Manali,Himachal Pradesh,2023-03-01,4345,320,4025,97,4
Dengue,Manali,Himachal Pradesh,2023-04-01,1705,15,1690,89,10
Dengue,Manali,Himachal Pradesh,2023-05-01,678,67,611,160,8
Dengue,Manali,Himachal Pradesh,2023-06-01,2503,48,2455,174,7
Dengue,Manali,Himachal Pradesh,2023-07-01,2131,161,1970,128,3
Dengue,Manali,Himachal Pradesh,2023-08-01,1467,105,1362,94,7
Dengue,Manali,Himachal Pradesh,2023-09-01,2490,59,2431,119,4
Dengue,Manali,Himachal Pradesh,2023-10-01,1777,141,1636,147,5
Dengue,Manali,Himachal Pradesh,2023-11-01,134,8,126,157,4
Dengue,Manali,Himachal Pradesh,2023-12-01,2006,210,1796,125,6
Dengue,Manali,Himachal Pradesh,2024-01-01,1073,59,1014,184,4
Dengue,Manali,Himachal Pradesh,2024-02-01,2908,136,2772,75,8
Dengue,Manali,Himachal Pradesh,2024-03-01,1717,60,1657,164,6
Dengue,Manali,Himachal Pradesh,2024-04-01,4089,0,4089,142,3
Dengue,Manali,Himachal Pradesh,2024-05-01,4749,193,4556,75,4
Dengue,Manali,Himachal Pradesh,2024-06-01,3509,147,3362,118,1
Dengue,Manali,Himachal Pradesh,2024-07-01,517,29,488,122,1
Dengue,Manali,Himachal Pradesh,2024-08-01,4617,39,4578,99,8
Dengue,Manali,Himachal Pradesh,2024-09-01,4711,203,4508,98,4
Dengue,Manali,Himachal Pradesh,2024-10-01,2623,175,2448,29,1
Dengue,Manali,Himachal Pradesh,2024-11-01,4372,304,4068,71,6
Dengue,Manali,Himachal Pradesh,2024-12-01,1857,0,1857,94,3
Dengue,Manali,Himachal Pradesh,2025-01-01,94,6,88,77,5
Dengue,Manali,Himachal Pradesh,2025-02-01,1577,67,1510,63,1
Dengue,Manali,Himachal Pradesh,2025-03-01,4917,219,4698,160,7
Dengue,Manali,Himachal Pradesh,2025-04-01,597,0,597,101,5
Dengue,Manali,Himachal Pradesh,2025-05-01,2597,242,2355,200,6
Dengue,Manali,Himachal Pradesh,2025-06-01,2643,145,2498,118,4
Dengue,Manali,Himachal Pradesh,2025-07-01,1909,10,1899,159,6
Dengue,Manali,Himachal Pradesh,2025-08-01,2002,122,1880,96,1
Dengue,Manali,Himachal Pradesh,2025-09-01,2694,161,2533,73,10
Dengue,Manali,Himachal Pradesh,2025-10-01,1843,157,1686,120,6
Dengue,Manali,Himachal Pradesh,2025-11-01,690,28,662,172,10
Dengue,Manali,Himachal Pradesh,2025-12-01,2886,145,2741,102,4
Dengue,Manali,Jammu & Kashmir,2018-01-01,4037,126,3911,129,2
Dengue,Manali,Jammu & Kashmir,2018-02-01,3764,253,3511,119,3
Dengue,Manali,Jammu & Kashmir,2018-03-01,1511,41,1470,101,5
Dengue,Manali,Jammu & Kashmir,2018-04-01,919,22,897,104,4
Dengue,Manali,Jammu & Kashmir,2018-05-01,2216,106,2110,55,10
Dengue,Manali,Jammu & Kashmir,2018-06-01,4701,67,4634,106,2
Dengue,Manali,Jammu & Kashmir,2018-07-01,3463,334,3129,139,3
Dengue,Manali,Jammu & Kashmir,2018-08-01,3542,376,3166,121,7
Dengue,Manali,Jammu & Kashmir,2018-09-01,3791,139,3652,116,1
Dengue,Manali,Jammu & Kashmir,2018-10-01,3162,30,3132,143,5
Dengue,Manali,Jammu & Kashmir,2018-11-01,2759,165,2594,116,5
Dengue,Manali,Jammu & Kashmir,2018-12-01,3486,125,3361,107,6
Dengue,Manali,Jammu & Kashmir,2019-01-01,1865,157,1708,144,6
Dengue,Manali,Jammu & Kashmir,2019-02-01,700,19,681,113,10
Dengue,Manali,Jammu & Kashmir,2019-03-01,3567,235,3332,94,2
Dengue,Manali,Jammu & Kashmir,2019-04-01,4258,227,4031,130,3
Dengue,Manali,Jammu & Kashmir,2019-05-01,1097,33,1064,104,7
Dengue,Manali,Jammu & Kashmir,2019-06-01,3700,211,3489,92,5
Dengue,Manali,Jammu & Kashmir,2019-07-01,4852,367,4485,114,6
Dengue,Manali,Jammu & Kashmir,2019-08-01,2594,136,2458,115,1
Dengue,Manali,Jammu & Kashmir,2019-09-01,1500,79,1421,50,10
Dengue,Manali,Jammu & Kashmir,2019-10-01,2762,68,2694,123,6
Dengue,Manali,Jammu & Kashmir,2019-11-01,1859,154,1705,200,1
Dengue,Manali,Jammu & Kashmir,2019-12-01,1770,142,1628,56,7
Dengue,Manali,Jammu & Kashmir,2020-01-01,3179,121,3058,81,2
Dengue,Manali,Jammu & Kashmir,2020-02-01,446,20,426,200,8
Dengue,Manali,Jammu & Kashmir,2020-03-01,660,60,600,64,1
Dengue,Manali,Jammu & Kashmir,2020-04-01,2623,44,2579,172,8
Dengue,Manali,Jammu & Kashmir,2020-05-01,2567,173,2394,95,1
Dengue,Manali,Jammu & Kashmir,2020-06-01,3058,103,2955,109,2
Dengue,Manali,Jammu & Kashmir,2020-07-01,4989,442,4547,100,5
Dengue,Manali,Jammu & Kashmir,2020-08-01,2738,142,2596,128,3
Dengue,Manali,Jammu & Kashmir,2020-09-01,3400,294,3106,26,3
Dengue,Manali,Jammu & Kashmir,2020-10-01,1289,35,1254,116,1
Dengue,Manali,Jammu & Kashmir,2020-11-01,3628,49,3579,86,4
Dengue,Manali,Jammu & Kashmir,2020-12-01,1891,81,1810,11,7
Dengue,Manali,Jammu & Kashmir,2021-01-01,2693,155,2538,163,10
Dengue,Manali,Jammu & Kashmir,2021-02-01,2451,86,2365,11,7
Dengue,Manali,Jammu & Kashmir,2021-03-01,3983,287,3696,200,7
Dengue,Manali,Jammu & Kashmir,2021-04-01,840,36,804,138,1
Dengue,Manali,Jammu & Kashmir,2021-05-01,78,0,78,37,5
Dengue,Manali,Jammu & Kashmir,2021-06-01,2311,152,2159,174,3
Dengue,Manali,Jammu & Kashmir,2021-07-01,3226,78,3148,68,1
Dengue,Manali,Jammu & Kashmir,2021-08-01,2802,110,2692,70,1
Dengue,Manali,Jammu & Kashmir,2021-09-01,4250,404,3846,14,7
Dengue,Manali,Jammu & Kashmir,2021-10-01,3184,323,2861,62,3
Dengue,Manali,Jammu & Kashmir,2021-11-01,1841,61,1780,68,1
Dengue,Manali,Jammu & Kashmir,2021-12-01,78,0,78,148,3
Dengue,Manali,Jammu & Kashmir,2022-01-01,2279,77,2202,166,6
Dengue,Manali,Jammu & Kashmir,2022-02-01,3976,165,3811,43,3
Dengue,Manali,Jammu & Kashmir,2022-03-01,2071,67,2004,120,1
Dengue,Manali,Jammu & Kashmir,2022-04-01,2635,0,2635,12,2
Dengue,Manali,Jammu & Kashmir,2022-05-01,3163,167,2996,120,7
Dengue,Manali,Jammu & Kashmir,2022-06-01,1235,72,1163,200,1
Dengue,Manali,Jammu & Kashmir,2022-07-01,3433,104,3329,16,4
Dengue,Manali,Jammu & Kashmir,2022-08-01,4794,391,4403,55,4
Dengue,Manali,Jammu & Kashmir,2022-09-01,2366,88,2278,143,3
Dengue,Manali,Jammu & Kashmir,2022-10-01,1083,34,1049,149,2
Dengue,Manali,Jammu & Kashmir,2022-11-01,2508,164,2344,58,8
Dengue,Manali,Jammu & Kashmir,2022-12-01,78,0,78,181,8
Dengue,Manali,Jammu & Kashmir,2023-01-01,3049,233,2816,65,5
Dengue,Manali,Jammu & Kashmir,2023-02-01,3204,122,3082,191,3
Dengue,Manali,Jammu & Kashmir,2023-03-01,4845,382,4463,130,5
Dengue,Manali,Jammu & Kashmir,2023-04-01,2337,204,2133,171,6
Dengue,Manali,Jammu & Kashmir,2023-05-01,3145,216,2929,125,4
Dengue,Manali,Jammu & Kashmir,2023-06-01,1442,38,1404,140,6
Dengue,Manali,Jammu & Kashmir,2023-07-01,2119,28,2091,142,4
Dengue,Manali,Jammu & Kashmir,2023-08-01,551,4,547,165,1
Dengue,Manali,Jammu & Kashmir,2023-09-01,2336,191,2145,105,4
Dengue,Manali,Jammu & Kashmir,2023-10-01,2188,100,2088,60,7
Dengue,Manali,Jammu & Kashmir,2023-11-01,2999,97,2902,102,5
Dengue,Manali,Jammu & Kashmir,2023-12-01,1761,81,1680,72,6
Dengue,Manali,Jammu & Kashmir,2024-01-01,2709,220,2489,76,4
Dengue,Manali,Jammu & Kashmir,2024-02-01,2150,156,1994,191,4
Dengue,Manali,Jammu & Kashmir,2024-03-01,2153,135,2018,138,5
Dengue,Manali,Jammu & Kashmir,2024-04-01,2705,185,2520,136,10
Dengue,Manali,Jammu & Kashmir,2024-05-01,2652,146,2506,161,7
Dengue,Manali,Jammu & Kashmir,2024-06-01,3619,213,3406,138,7
Dengue,Manali,Jammu & Kashmir,2024-07-01,2436,137,2299,200,5
Dengue,Manali,Jammu & Kashmir,2024-08-01,2128,106,2022,11,1
Dengue,Manali,Jammu & Kashmir,2024-09-01,2355,169,2186,55,8
Dengue,Manali,Jammu & Kashmir,2024-10-01,1639,99,1540,71,7
Dengue,Manali,Jammu & Kashmir,2024-11-01,2115,51,2064,36,6
Dengue,Manali,Jammu & Kashmir,2024-12-01,4989,326,4663,112,5
Dengue,Manali,Jammu & Kashmir,2025-01-01,1373,78,1295,114,6
Dengue,Manali,Jammu & Kashmir,2025-02-01,2224,150,2074,200,4
Dengue,Manali,Jammu & Kashmir,2025-03-01,2078,97,1981,152,7
Dengue,Manali,Jammu & Kashmir,2025-04-01,2266,166,2100,80,2
Dengue,Manali,Jammu & Kashmir,2025-05-01,2153,103,2050,131,1
Dengue,Manali,Jammu & Kashmir,2025-06-01,2972,211,2761,13,1
Dengue,Manali,Jammu & Kashmir,2025-07-01,303,11,292,113,5
Dengue,Manali,Jammu & Kashmir,2025-08-01,3989,154,3835,111,4
Dengue,Manali,Jammu & Kashmir,2025-09-01,3446,232,3214,60,4
Dengue,Manali,Jammu & Kashmir,2025-10-01,930,37,893,96,1
Dengue,Manali,Jammu & Kashmir,2025-11-01,78,0,78,71,6
Dengue,Manali,Jammu & Kashmir,2025-12-01,1287,85,1202,59,2
Dengue,Manali,Haryana,2018-01-01,2272,115,2157,141,6
Dengue,Manali,Haryana,2018-02-01,4989,368,4621,159,1
Dengue,Manali,Haryana,2018-03-01,3326,120,3206,132,2
Dengue,Manali,Haryana,2018-04-01,173,13,160,84,2
Dengue,Manali,Haryana,2018-05-01,1672,127,1545,72,6
Dengue,Manali,Haryana,2018-06-01,2526,218,2308,85,3
Dengue,Manali,Haryana,2018-07-01,2938,109,2829,95,6
Dengue,Manali,Haryana,2018-08-01,834,12,822,62,8
Dengue,Manali,Haryana,2018-09-01,2416,78,2338,160,10
Dengue,Manali,Haryana,2018-10-01,1635,68,1567,96,5
Dengue,Manali,Haryana,2018-11-01,1117,110,1007,145,2
Dengue,Manali,Haryana,2018-12-01,2946,335,2611,35,8
Dengue,Manali,Haryana,2019-01-01,3636,218,3418,71,9
Dengue,Manali,Haryana,2019-02-01,3726,187,3539,150,5
Dengue,Manali,Haryana,2019-03-01,3368,134,3234,151,9
Dengue,Manali,Haryana,2019-04-01,1930,142,1788,45,6
Dengue,Manali,Haryana,2019-05-01,3556,404,3152,122,1
Dengue,Manali,Haryana,2019-06-01,3012,307,2705,123,3
Dengue,Manali,Haryana,2019-07-01,2777,231,2546,70,3
Dengue,Manali,Haryana,2019-08-01,1777,147,1630,124,4
Dengue,Manali,Haryana,2019-09-01,1931,143,1788,26,2
Dengue,Manali,Haryana,2019-10-01,2697,131,2566,59,2
Dengue,Manali,Haryana,2019-11-01,4989,142,4847,137,9
Dengue,Manali,Haryana,2019-12-01,3002,148,2854,108,1
Dengue,Manali,Haryana,2020-01-01,1777,110,1667,110,3
Dengue,Manali,Haryana,2020-02-01,1481,11,1470,97,7
Dengue,Manali,Haryana,2020-03-01,1938,88,1850,134,3
Dengue,Manali,Haryana,2020-04-01,4989,129,4860,136,6
